t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.52649006622516559;13349.903627873613;-1.6921070123841242e-05;0.0029565125697526002;0.24878832215551872;13.861198136574959;2.4177915442997461e-07;-1.347068357471921e-05
0.5298013245033113;13346.10998645873;-1.3228904420289126e-05;0.0029552432055549522;0.24976256890585646;10.446060714461847;2.4272595351364908e-07;-1.0151761564934204e-05
0.5331125827814569;13342.695823283368;-9.9090356114204452e-06;0.0029541010489786703;0.24941150664624412;7.450099743427371;2.4238478180790951e-07;-7.2402064565399203e-06
0.53642384105960261;13339.699511250074;-6.9978216747319006e-06;0.0029530988600552314;0.24821454000942267;4.9060850115935262;2.4122153757323887e-07;-4.7678648072610764e-06
0.53973509933774833;13337.154299551603;-4.5266432696877274e-06;0.0029522476860902665;0.24662123800599089;2.8388103614670088;2.3967312401524885e-07;-2.758831937266318e-06
0.54304635761589404;13335.085431599473;-2.5191588132509593e-06;0.0029515559021921402;0.24501880028970235;1.2597762749026624;2.3811583212657672e-07;-1.2242843228232063e-06
0.54635761589403975;13333.504795075192;-9.8616849069651966e-07;0.0029510274267588034;0.24369662253630442;0.15919780133450301;2.3683090437567392e-07;-1.547126869149807e-07
0.54966887417218546;13332.402894423871;8.211821746080301e-08;0.0029506590415080717;0.24281539898216209;-0.50268109911657188;2.3597450772509345e-07;4.8851895474475308e-07
0.55298013245033117;13331.740134299866;7.2449346246995633e-07;0.0029504374799262994;0.2423959036927904;-0.80027497942813108;2.3556683096843275e-07;7.777286576828739e-07
0.55629139072847678;13331.442120924265;1.0132954886514165e-06;0.0029503378563738481;0.24234174533624409;-0.83776001538959954;2.3551419842682282e-07;8.1415761954117313e-07
0.55960264900662249;13331.404581729947;1.0496718179681057e-06;0.0029503253074325791;0.24249483215796608;-0.73212682502272219;2.3566297229991972e-07;7.1150045611291103e-07
0.5629139072847682;13331.510368007135;9.4716342841294054e-07;0.002950360670694097;0.24270140011519614;-0.58835176479270412;2.3586372057301153e-07;5.7177600204968945e-07
0.56622516556291391;13331.654349635322;8.0763972262281072e-07;0.0029504088026080857;0.24285960979982818;-0.47691685100470577;2.3601747298182607e-07;4.6348056842078052e-07
0.56953642384105962;13331.765942758795;6.9949804140271633e-07;0.0029504461075724265;0.24293353695261799;-0.42435870496418726;2.3608931736899979e-07;4.1240315450514421e-07
0.57284768211920534;13331.818574831988;6.4849247187425375e-07;0.0029504637022654159;0.24293837739366381;-0.42090215145372195;2.3609402143890682e-07;4.0904398323184431e-07
0.57615894039735094;13331.82203622594;6.4513800467086087e-07;0.0029504648593975022;0.24291207540709409;-0.43968985141076272;2.3606846046453028e-07;4.2730237321489951e-07
0.57947019867549665;13331.803222223996;6.6337083367953954e-07;0.0029504585699441322;0.24288864088533757;-0.45640279053811594;2.3604568616815597e-07;4.4354445505926878e-07
0.58278145695364236;13331.786485850347;6.7959014122753448e-07;0.0029504529750400835;0.24288372533754654;-0.45990350949079539;2.3604090910770554e-07;4.4694654749193221e-07
0.58609271523178808;13331.782980215847;6.8298745659974749e-07;0.0029504518031208959;0.24289520477838317;-0.45173057337051409;2.3605206513537479e-07;4.3900386928599761e-07
0.58940397350993379;13331.791164631408;6.7505593442148214e-07;0.0029504545391377014;0.2429129813746353;-0.43906558544866242;2.3606934090808847e-07;4.2669569483402684e-07
0.5927152317880795;13331.803847395926;6.6276503574222505e-07;0.002950458778936758;0.24292873740018417;-0.42782817447585308;2.3608465303534554e-07;4.1577487789471786e-07
